name,text,class,rarity,type,cost,health,attack,durability,image
Polymorph,Transform a minion into a 1/1 Sheep.,Mage,Free,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/polymorph-200x286.png
Portal Keeper,"Battlecry:  Shuffle 3 Portals into your deck. When drawn, summon a 2/2 Demon with  Rush .",Neutral,Rare,Minion,4,5,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Portal-Keeper-200x280.png
Portal Overfiend,"Battlecry:  Shuffle 3 Portals into your deck. When drawn, summon a 2/2 Demon with  Rush .",Neutral,Epic,Minion,6,5,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Portal-Overfiend-200x280.png
Potion Vendor,Battlecry:  Restore 2 Health to all friendly characters.,Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Potion-Vendor-200x280.png
Pounce,Give your hero +2 Attack this turn.,Druid,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/pounce-card-art-200x286.png
Power of Creation,Discover  a 6-Cost minion. Summon two copies of it.,Mage,Epic,Spell,8,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Power-of-Creation-200x284.png
Power of the Wild,Choose One  - Give your minions +1/+1; or Summon a 3/2 Panther.,Druid,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/power-of-the-wild-200x286.png
Power Word: Replicate,Choose a friendly minion. Summon a 5/5 copy of it.,Priest,Epic,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Power-Word-Replicate-200x280.png
Power Word: Shield,Give a minion +2 Health. Draw a card.,Priest,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/power-word-shield-200x286.png
Predatory Instincts,Draw a Beast from your deck and double its Health.,Druid,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/predatory-instincts-card-art-200x286.png
Preparation,The next spell you cast this turn costs (3) less.,Rogue,Epic,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/preparation-200x286.png
Priestess of Elune,Battlecry: Restore 4 Health to your hero.,Neutral,Common,Minion,6,5,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/priestess-of-elune-200x286.png
Prince Liam,Battlecry:  Transform all 1-Cost cards in your deck into  Legendary  minions.,Paladin,Legendary,Minion,5,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/prince-liam-200x286.png
Princess Talanji,Battlecry:  Summon all minions from your hand that didn't start in your deck.,Priest,Legendary,Minion,8,7,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/princess-talanji-card-art-200x286.png
Prismatic Lens,Draw a minion and a spell from your deck. Swap their Costs.,Paladin,Epic,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/prismatic-lens-200x286.png
Prophet Velen,Double the damage and healing of your spells and Hero Power.,Priest,Legendary,Minion,7,7,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/prophet-velen-200x286.png
Proud Defender,"Taunt 

Has +2 Attack while you have no other minions.",Neutral,Common,Minion,4,2,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Proud-Defender-200x280.png
Pumpkin Peasant,"Lifesteal 

Each turn this is in your hand, swap its Attack and Health.",Neutral,Common,Minion,3,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/pumpkin-peasant-hd-200x286.png
Pyroblast,Deal 10 damage.,Mage,Epic,Spell,10,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/pyroblast-200x286.png
Pyromaniac,"Whenever your Hero Power kills a minion, draw a card.",Mage,Rare,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/pyromaniac-card-art-200x286.png
Quartz Elemental,Can't attack while damaged.,Priest,Common,Minion,5,5,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/quartz-elemental-200x286.png
Questing Adventurer,"Whenever you play a card, gain +1/+1.",Neutral,Rare,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/questing-adventurer-200x286.png
Rabble Bouncer,"Taunt 

Costs (1) less for each enemy minion.",Neutral,Common,Minion,7,2,7,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/rabble-bouncer-card-art-200x286.png
Rabid Worgen,Rush,Warrior,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/rabid-worgen-200x286.png
Rafaam's Scheme,"Summon 1 1/1 Imp.

 (Upgrades each turn!)",Warlock,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Rafaams-Scheme-200x276.png
Raging Worgen,Enrage: Windfury and +1 Attack,Neutral,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/raging-worgen-200x286.png
Raid Leader,Your other minions have +1 Attack.,Neutral,Free,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/raid-leader-200x286.png
Raiding Party,"Draw 2 Pirates from your deck.

 Combo:  And a weapon.",Rogue,Rare,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/raiding-party-card-art-200x286.png
Rain of Toads,Summon three 2/4 Toads with  Taunt.   Overload:  (3),Shaman,Common,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/rain-of-toads-card-art-200x286.png
Rampage,Give a damaged minion +3/+3.,Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/rampage-200x286.png
Rapid Fire,"Twinspell 

Deal 1 damage.",Hunter,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Rapid-Fire-200x284.png
Rat Trap,"Secret:  When your opponent plays three cards in one turn, summon a 6/6 rat.",Hunter,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/rat-trap-hd-200x286.png
Ratcatcher,"Rush 

 Battlecry:  Destroy a friendly minion and gain its attack and Health.",Warlock,Epic,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/ratcatcher-200x286.png
Ravencaller,Battlecry:  Add two random 1-Cost minions to your hand.,Neutral,Common,Minion,3,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/ravencaller-200x286.png
Ravenholdt Assassin,Stealth,Neutral,Rare,Minion,7,7,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/ravenholdt-assassin-200x286.png
Ray of Frost,"Twinspell 

 Freeze  a minion. If it's already  Frozen , deal 2 damage to it.",Mage,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Ray-of-Frost-1-200x276.png
Razorfen Hunter,Battlecry: Summon a 1/1 Boar.,Neutral,Free,Minion,3,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/razorfen-hunter-200x286.png
Rebuke,Enemy spells cost (5) more next turn.,Paladin,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/rebuke-hd-200x286.png
Reckless Diretroll,"Taunt 

 Battlecry:  Discard your lowest Cost card.",Warlock,Common,Minion,3,2,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/reckless-diretroll-card-art-200x286.png
Reckless Experimenter,"Deathrattle  minions you play cost (3) less, but die at the end of the turn.",Priest,Epic,Minion,5,4,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/reckless-experimenter-200x286.png
Reckless Rocketeer,Charge,Neutral,Free,Minion,6,5,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/reckless-rocketeer-200x286.png
Recurring Villain,"Deathrattle:  If this minion has 4 or more Attack, resummon it.",Neutral,Rare,Minion,5,3,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Recurring-Villain-200x280.png
Redband Wasp,"Rush 

Has +3 Attack while damaged.",Warrior,Rare,Minion,2,1,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/redband-wasp-hd-200x286.png
Redemption,"Secret: When one of your minions dies, return it to life with 1 Health.",Paladin,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/redemption-200x286.png
Regenerate,Restore 3 Health.,Priest,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/regenerate-card-art-200x286.png
Regeneratin' Thug,"At the start of your turn, restore 2 Health to this minion.",Neutral,Common,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/regeneratin-thug-card-art-200x286.png
Repentance,"Secret: When your opponent plays a minion, reduce its Health to 1.",Paladin,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/repentance-200x286.png
Replicating Menace,"Magnetic 

 Deathrattle:  Summon three 1/1 Microbots.",Neutral,Rare,Minion,4,3,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/replicating-menace-200x286.png
Research Project,Each player draws 2 cards.,Mage,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/research-project-200x286.png
Revenge of the Wild,Summon your Beasts that died this turn.,Hunter,Rare,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/revenge-of-the-wild-card-art-200x286.png
River Crocolisk,,Neutral,Free,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/river-crocolisk-200x286.png
Rockbiter Weapon,Give a friendly character +3 Attack this turn.,Shaman,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/rockbiter-weapon2-200x286.png
Rocket Boots,"Give a minion  Rush .

Draw a card.",Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/rocket-boots-200x286.png
Rotten Applebaum,"Taunt 

 Deathrattle:  Restore 4 Health to your hero.",Neutral,Common,Minion,5,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/rotten-applebaum-hd-200x286.png
Rumbletusk Shaker,Deathrattle:  Summon a 3/2 Rumbletusk Breaker.,Neutral,Common,Minion,4,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/rumbletusk-shaker-card-art-200x286.png
Rusty Recycler,"Taunt 

 Lifesteal",Neutral,Common,Minion,5,2,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/rusty-recycler-200x286.png
Sacrificial Pact,Destroy a Demon. Restore 5 Health to your hero.,Warlock,Free,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sacrificial-pact-200x286.png
Safeguard,"Taunt 

 Deathrattle:  Summon a 0/5 Vault Safe with  Taunt .",Neutral,Common,Minion,6,4,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Safeguard-200x280.png
Sand Drudge,"Whenever you cast a spell, summon a 1/1 Zombie with  Taunt.",Priest,Common,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/sand-drudge-card-art-200x286.png
Sandbinder,Battlecry:  Draw an Elemental from your deck.,Neutral,Epic,Minion,4,2,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/Sandbinder-200x286.png
Sap,Return an enemy minion to your opponent's hand.,Rogue,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sap-200x286.png
Saronite Taskmaster,Deathrattle:  Summon a 0/3 Free Agent with  Taunt  for your opponent.,Neutral,Common,Minion,1,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/saronite-taskmaster-card-art-200x286.png
Savage Roar,Give your characters +2 Attack this turn.,Druid,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/savage-roar-200x286.png
Savage Striker,Battlecry:  Deal damage to an enemy minion equal to your hero's Attack.,Druid,Common,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/savage-striker-card-art-200x286.png
Savagery,Deal damage equal to your hero's Attack to a minion.,Druid,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/savagery-200x286.png
Savannah Highmane,Deathrattle: Summon two 2/2 Hyenas.,Hunter,Rare,Minion,6,6,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/savannah-highmane-200x286.png
Scaleworm,"Battlecry:  If you're holding a Dragon, gain +1 Attack and  Rush .",Neutral,Rare,Minion,4,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/scaleworm-hd-200x286.png
Scarab Egg,Deathrattle:  Summon three 1/1 Scarabs.,Neutral,Common,Minion,2,0,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/scarab-egg-card-art-200x286.png
Scargil,Your Murlocs cost (1).,Shaman,Legendary,Minion,4,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Scargil-200x286.png
Scarlet Crusader,Divine Shield,Neutral,Common,Minion,3,3,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/scarlet-crusader-200x286.png
Scavenging Hyena,"Whenever a friendly Beast dies, gain +2/+1.",Hunter,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/scavenging-hyena-200x286.png
Scorch,"Deal 4 damage to a minion. If you played an Elemental last turn, this costs (1).",Mage,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/scorch-card-art-200x286.png
Sea Giant,Costs (1) less for each other minion on the battlefield.,Neutral,Epic,Minion,10,8,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sea-giant-200x286.png
Seaforium Bomber,"Battlecry:  Shuffle a Bomb into your opponent's deck. When drawn, it explodes for 5 damage.",Neutral,Epic,Minion,5,5,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/seaforium-bomber-200x286.png
Seance,Choose a minion. Add a copy of it to your hand.,Priest,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/seance-card-art-200x286.png
Secret Plan,Discover  a  Secret.,Hunter,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/secret-plan-200x286.png
Secretkeeper,"Whenever a Secret is played, gain +1/+1.",Neutral,Rare,Minion,1,1,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/secretkeeper-200x286.png
Security Rover,"Whenever this minion takes damage, summon a 2/3 Mech with  Taunt.",Warrior,Rare,Minion,6,2,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/security-rover-200x286.png
Sen'jin Shieldmasta,Taunt,Neutral,Free,Minion,4,3,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/senjin-shieldmasta-200x286.png
Sense Demons,Put 2 random Demons from your deck into your hand.,Warlock,Common,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sense-demons-200x286.png
Serpent Ward,"At the end of your turn, deal 2 damage to the enemy hero.",Neutral,Rare,Minion,2,0,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/serpent-ward-card-art-200x286.png
Serrated Tooth,Deathrattle:  Give your minions  Rush.,Rogue,Common,Weapon,1,1,,3,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/serrated-tooth-card-art-200x286.png
Shadow Bolt,Deal 4 damage to a minion.,Warlock,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadow-bolt-200x286.png
Shadow Madness,Gain control of an enemy minion with 3 or less Attack until end of turn.,Priest,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadow-madness-200x286.png
Shadow Word: Death,Destroy a minion with an Attack of 5 or more.,Priest,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadow-word-death-200x286.png
Shadow Word: Pain,Destroy a minion with 3 or less Attack.,Priest,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadow-word-pain-200x286.png
Shadowflame,Destroy a friendly minion and deal its Attack damage to all enemy minions.,Warlock,Rare,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadowflame-200x286.png
Shadowform,Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.,Priest,Epic,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadowform-200x286.png
Shadowstep,Return a friendly minion to your hand. It costs (2) less.,Rogue,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shadowstep-200x286.png
Shadowy Figure,Battlecry:  Transform into a 2/2 copy of a friendly  Deathrattle  minion.,Priest,Epic,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Shadowy-Figure-200x276.png
Sharkfin Fan,"After your hero attacks, summon a 1/1 Pirate.",Neutral,Common,Minion,2,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/sharkfin-fan-card-art-200x286.png
Shattered Sun Cleric,Battlecry: Give a friendly minion +1/+1.,Neutral,Free,Minion,3,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shattered-sun-cleric-200x286.png
Shield Block,Gain 5 Armor. Draw a card.,Warrior,Free,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shield-block-200x286.png
Shield Slam,Deal 1 damage to a minion for each Armor you have.,Warrior,Epic,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shield-slam-200x286.png
Shieldbearer,Taunt,Neutral,Common,Minion,1,0,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shieldbearer-200x286.png
Shieldbreaker,Battlecry: Silence  an enemy minion with  Taunt.,Neutral,Rare,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/shieldbreaker-card-art-200x286.png
Shimmerfly,Deathrattle:  Add a random Hunter spell to your hand.,Hunter,Rare,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Shimmerfly-1-200x276.png
"Shirvallah, the Tiger",,Paladin,Legendary,Minion,25,7,5,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/shirvallah-the-tiger-card-art-200x286.png
Shiv,Deal 1 damage. Draw a card.,Rogue,Free,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/shiv-200x286.png
Shooting Star,Deal 1 damage to a minion and the minions next to it.,Mage,Common,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/Shooting-Star-200x281.png
Shriek,Discard your lowest Cost card. Deal 2 damage to all minions.,Warlock,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/shriekl-card-art-200x286.png
Shrink Ray,Set the Attack and Health of all minions to 1.,Paladin,Rare,Spell,5,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/shrink-ray-200x286.png
Shudderwock,Battlecry:  Repeat all other  Battlecries  from cards you played this game  (targets chosen randomly).,Shaman,Legendary,Minion,9,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/shudderwock-200x286.png
SI:7 Agent,Combo: Deal 2 damage.,Rogue,Rare,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/si7-agent-200x286.png
Sightless Ranger,"Rush 

 Overkill:  Summon two 1/1 Bats.",Neutral,Common,Minion,5,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/sightless-ranger-card-art-200x286.png
Silence,Silence a minion.,Priest,Common,Spell,0,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/silence-200x286.png
Silver Hand Knight,Battlecry: Summon a 2/2 Squire.,Neutral,Common,Minion,5,4,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/silver-hand-knight-200x286.png
Silver Sword,"After your hero attacks, give your minions +1/+1.",Paladin,Rare,Weapon,8,3,,4,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/silver-sword-200x286.png
Silverback Patriarch,Taunt,Neutral,Free,Minion,3,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/silverback-patriarch-200x286.png
Silvermoon Guardian,Divine Shield,Neutral,Common,Minion,4,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/silvermoon-guardian-200x286.png
Sinister Strike,Deal 3 damage to the enemy hero.,Rogue,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sinister-strike-200x286.png
Siphon Soul,Destroy a minion. Restore 3 Health to your hero.,Warlock,Rare,Spell,6,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/siphon-soul-200x286.png
Skaterbot,"Magnetic 

 Rush",Neutral,Common,Minion,1,1,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/skaterbot-200x286.png
Slam,"Deal 2 damage to a minion. If it survives, draw a card.",Warrior,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/slam-200x286.png
Sludge Slurper,Battlecry:  Add a Lackey to your hand.  Overload:  (1),Shaman,Rare,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Sludge-Slurper-200x276.png
Smolderthorn Lancer,"Battlecry:  If you're holding a Dragon, destroy a damaged enemy minion.",Warrior,Epic,Minion,3,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/smolderthorn-lancer-card-art-200x286.png
Snake Trap,"Secret: When one of your minions is attacked, summon three 1/1 Snakes.",Hunter,Epic,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/snake-trap-200x286.png
Snap Freeze,"Freeze  a minion. If it's already  Frozen , destroy it.",Mage,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/snap-freeze-200x286.png
Snapjaw Shellfighter,"Whenever an adjacent minion takes damage, this minion takes it instead.",Neutral,Epic,Minion,5,3,8,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/snapjaw-shellfighter-card-art-200x286.png
Snipe,"Secret: When your opponent plays a minion, deal 4 damage to it.",Hunter,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/snipe-200x286.png
Soldier of Fortune,"Whenever this minion attacks, give your opponent a Coin.",Neutral,Common,Minion,4,5,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Soldier-of-Fortune-200x280.png
Sorcerer's Apprentice,Your spells cost (1) less.,Mage,Common,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sorcerers-apprentice-200x286.png
Soul Infusion,Give the left-most minion in your hand +2/+2.,Warlock,Rare,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/soul-infusion-200x286.png
Soul of the Forest,"Give your minions ""Deathrattle: Summon a 2/2 Treant.""",Druid,Common,Spell,4,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/soul-of-the-forest-200x286.png
Soul of the Murloc,"Give your minions "" Deathrattle:  Summon a 1/1 Murloc.""",Shaman,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Soul-of-the-Murloc-200x284.png
Soulfire,Deal 4 damage. Discard a random card.,Warlock,Free,Spell,1,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/soulfire-200x286.png
Soulwarden,Battlecry:  Add 3 random cards you discarded this game to your hand.,Warlock,Epic,Minion,6,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/soulwarden-card-art-200x286.png
Sound the Bells!,"Echo 

Give a minion +1/+2.",Paladin,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/03/sound-the-bells-hd-200x286.png
Soup Vendor,"Whenever you restore 3 or more Health to your hero, draw a card.",Neutral,Rare,Minion,2,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/soup-vendor-card-art-200x286.png
Southsea Captain,Your other Pirates have +1/+1.,Neutral,Epic,Minion,3,3,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/southsea-captain-200x286.png
Southsea Deckhand,Has Charge while you have a weapon equipped.,Neutral,Common,Minion,1,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/southsea-deckhand-200x286.png
Spark Drill,"Rush 

 Deathrattle:  Add two 1/1 Sparks with  Rush  to your hand.",Neutral,Rare,Minion,6,5,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/spark-drill-200x286.png
Spark Engine,Battlecry:  Add a 1/1 Spark with  Rush  to your hand.,Neutral,Rare,Minion,2,2,1,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/spark-engine-200x286.png
Spectral Cutlass,"Lifesteal 

Whenever you play a card from another class, gain +1 Durability.",Rogue,Epic,Weapon,4,2,,2,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/spectral-cutlass-hd-200x286.png
Spellbender,"Secret: When an enemy casts a spell on a minion, summon a 1/3 as the new target.",Mage,Epic,Spell,3,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/spellbender-200x286.png
Spellbook Binder,"Battlecry:  If you have  Spell Damage , draw a card.",Neutral,Common,Minion,2,3,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/04/Spellbook-Binder-200x280.png
Spellbreaker,Battlecry: Silence a minion.,Neutral,Common,Minion,4,4,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/spellbreaker-200x286.png
Spellshifter,"Spell Damage +1 

Each turn this is in your hand, swap its Attack and Health.",Neutral,Common,Minion,2,1,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/spellshifter-hd-200x286.png
Spellward Jeweler,Battlecry:  Your hero can't be targeted by spells or Hero Powers until your next turn.,Neutral,Rare,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Spellward-Jeweler-200x279.png
Spellzerker,Has  Spell Damage +2  while damaged.,Neutral,Common,Minion,2,2,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/spellzerker-card-art-200x286.png
Spider Bomb,"Magnetic 

 Deathrattle:  Destroy a random enemy minion.",Hunter,Rare,Minion,3,2,2,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/07/spider-bomb-1-200x286.png
Spirit Bomb,Deal 4 damage to a minion and your hero.,Warlock,Common,Spell,2,,,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/08/spirit-bomb-200x286.png
Spirit of the Bat,"Stealth  for 1 turn. After a friendly minion dies, give a minion in your hand +1/+1.",Warlock,Rare,Minion,2,0,3,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/11/spirit-of-the-bat-card-art-200x286.png
Sword of Justice,"Whenever you summon a minion, give it +1/+1 and this loses 1 Durability.",Paladin,Epic,Weapon,3,1,,5,https://www.hearthstonetopdecks.com/wp-content/uploads/2014/03/sword-of-justice-200x286.png
Tak Nozwhisker,"Whenever you shuffle a card into your deck, add a copy to your hand.",Rogue,Legendary,Minion,7,6,6,,https://www.hearthstonetopdecks.com/wp-content/uploads/2019/03/Tak-Nozwhisker-200x276.png
Tanglefur Mystic,Battlecry:  Add a random 2-Cost minion to each player's hand.,Neutral,Common,Minion,3,3,4,,https://www.hearthstonetopdecks.com/wp-content/uploads/2018/04/tanglefur-mystic-200x286.png
